Popularity,danceability,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class,key_sin,key_cos
64.0,0.471,-5.576,0,0.0378,0.0193,0.08130345106403479,0.24373018492259815,0.419,150.092,301093.0,4,6,-0.5000000000000004,0.8660254037844384
67.0,0.738,-3.933,0,0.0845,0.00743,0.2738366656297279,0.06775210205081847,0.779,131.983,383893.0,4,6,-0.8660254037844385,-0.5000000000000004
61.0,0.568,-7.066,1,0.0303,0.218,0.004171288068810474,0.09312597798948373,0.79,124.201,348293.0,4,10,-0.5000000000000001,-0.8660254037844386
40.0,0.624,-9.6,1,0.0575,0.707,0.16344613607000308,0.5068176023684519,0.882,100.022,378093.0,4,3,0.49999999999999994,-0.8660254037844387
54.0,0.624,-10.542,1,0.049,0.0992,0.5754891370917129,0.10255658832509207,0.084,119.964,538320.0,4,0,,
73.0,0.419,-11.782,1,0.0256,0.0724,0.017446913603720644,0.08581065641311086,0.35,87.568,257480.0,4,10,0.8660254037844387,-0.4999999999999998
75.0,0.38,-10.961,1,0.0378,0.00298,0.028976108236517098,0.09893994785490356,0.491,99.437,274133.0,4,10,-1.0,-1.8369701987210297e-16
66.0,0.629,-11.135,1,0.0246,0.66,0.0006168097337588246,0.1595645696713384,0.472,83.886,192200.0,4,10,0.8660254037844387,-0.4999999999999998
64.0,0.32,-4.612,1,0.0412,1.62e-05,0.1301506844650451,0.04334680450336586,0.21,109.649,238653.0,3,10,-0.5000000000000001,-0.8660254037844386
49.0,0.719,-7.968,0,0.0594,0.121,0.16344613607000308,0.27231459532065916,0.474,139.977,159214.0,4,5,0.8660254037844387,-0.4999999999999998
31.0,0.648,-5.843,1,0.0643,0.0233,0.0005218638053936619,0.38797979376714486,0.8,103.629,288282.0,4,2,0.8660254037844387,-0.4999999999999998
,0.673,-7.183,0,0.264,0.323,0.16344613607000308,0.128393214768399,0.661,123.846,219560.0,4,2,-0.8660254037844386,0.5000000000000001
34.0,0.0951,-13.019,1,0.118,0.00089,0.13365638481267358,0.13540463700620295,0.0704,72.289,350053.0,4,8,-0.8660254037844386,0.5000000000000001
43.0,0.644,-8.342,1,0.0273,0.567,0.14669437915080352,0.1406311297397456,0.802,120.03,264955.0,4,9,-0.5000000000000001,-0.8660254037844386
50.0,0.39,-6.344,1,0.0521,0.452,0.16344613607000308,0.11778303565638346,0.317,79.34,239973.0,4,9,1.0,6.123233995736766e-17
59.0,0.85,-6.37,0,0.291,0.00956,0.16344613607000308,0.0743650819553068,0.737,98.694,343373.0,4,5,1.2246467991473532e-16,-1.0
72.0,0.352,-4.253,1,0.0725,0.00197,0.16344613607000308,0.17647114311577905,0.351,166.795,220147.0,4,9,-0.5000000000000001,-0.8660254037844386
,0.551,-6.005,1,0.034,0.127,0.16344613607000308,0.08938356113468547,0.575,134.047,216892.99998,4,4,-0.5000000000000004,0.8660254037844384
23.0,0.332,-7.401,1,0.0794,0.00198,0.44532664153329504,0.3228078744271551,0.125,78.566,133479.0,4,10,-1.0,-1.8369701987210297e-16
63.0,0.401,-8.579,1,0.0252,0.0884,0.5636078092049601,0.10436001532424277,0.285,98.357,266667.0,4,9,0.49999999999999994,-0.8660254037844387
19.0,0.719,-8.397,0,0.0312,0.159,0.0005568449330788448,0.06775210205081847,0.685,90.074,247640.0,4,2,-0.8660254037844386,0.5000000000000001
55.0,0.507,-13.528,1,0.0368,0.709,0.10074990310014306,0.20375683751401966,0.269,122.457,389667.0,4,10,0.8660254037844387,-0.4999999999999998
68.0,0.33,-5.047,1,0.0497,0.000233,8.139966870379783e-06,0.0687795153948257,0.259,163.142,228800.0,4,9,0.8660254037844387,-0.4999999999999998
35.0,0.533,-11.511,1,0.0284,0.00522,0.2866815721181974,0.07269268539344066,0.592,156.007,261999.0,4,10,-0.5000000000000001,-0.8660254037844386
76.0,0.654,-5.377,0,0.0281,0.00146,0.00014398963299522052,0.11511280710050457,0.79,112.056,183893.0,4,6,0.49999999999999994,0.8660254037844387
33.0,0.632,-4.577,1,0.0331,0.315,0.00024596974696139667,0.2183319943169877,0.95,99.617,178907.0,4,2,-0.5000000000000001,-0.8660254037844386
48.0,0.567,-7.296,1,0.0294,0.0368,0.0008236606983768986,0.13889199886661863,0.509,126.857,234497.0,4,10,0.8660254037844387,-0.4999999999999998
48.0,0.847,-3.326,1,0.245,0.514,0.16344613607000308,0.26466929814270806,0.845,99.036,254307.0,4,5,-0.5000000000000004,0.8660254037844384
44.0,0.251,-7.282,0,0.118,6.27e-05,0.5475432067011534,0.1980308504991345,0.275,99.338,375307.0,4,8,-0.8660254037844386,0.5000000000000001
49.0,0.432,-7.281,0,0.0363,0.00296,0.5641767992629853,0.11064652008706366,0.277,196.083,172437.0,4,10,-1.0,-1.8369701987210297e-16
64.0,0.266,-9.07,1,0.0453,0.000862,0.16344613607000308,0.05401458830623825,0.778,175.514,163693.0,4,9,0.8660254037844387,-0.4999999999999998
55.0,0.447,-4.129,0,0.118,0.000893,0.0012492194004319248,0.3314596947976687,0.17,109.056,267649.0,4,8,0.8660254037844387,-0.4999999999999998
73.0,0.427,-2.188,1,0.0469,0.000118,0.024985252693908503,0.058646195432733424,0.237,101.305,260773.0,4,8,-0.5000000000000001,-0.8660254037844386
47.0,0.589,-5.274,0,0.0309,0.00846,0.514618422004687,0.2523139286139896,0.562,147.216,345448.0,4,10,1.2246467991473532e-16,-1.0
7.0,0.791,-5.682,1,0.115,0.375,0.16344613607000308,0.09321708171113376,0.921,90.268,318760.0,4,2,-0.5000000000000004,0.8660254037844384
39.0,0.195,-3.89,1,0.0614,0.000933,2.689963820148824e-05,0.38594244161930047,0.319,96.712,306200.0,4,8,1.2246467991473532e-16,-1.0
40.0,0.342,-4.34,1,0.101,0.0286,0.00023197309216166522,0.08176430180263963,0.38,75.965,375573.0,4,10,,
48.0,0.458,-4.294,1,0.15,6.44e-06,0.4154154389613325,0.0656004570839488,0.381,155.055,273227.0,4,8,-0.5000000000000004,0.8660254037844384
37.0,0.346,-7.514,1,0.0683,9.9e-06,0.2919230667090355,0.11511280710050457,0.118,164.925,329587.0,4,8,0.49999999999999994,0.8660254037844387
27.0,0.461,-8.444,0,0.478,0.137,0.16344613607000308,0.3126185577418125,0.423,133.18,216213.0,4,5,1.2246467991473532e-16,-1.0
23.0,0.376,-9.748,0,0.0426,0.00197,0.6460555730260948,0.059777204035860704,0.0679,119.88,491942.0,4,8,-0.8660254037844385,-0.5000000000000004
45.0,0.475,-7.713,1,0.0715,0.0219,0.16344613607000308,0.3694924476493468,0.347,87.078,160821.0,4,5,1.0,6.123233995736766e-17
57.0,0.743,-4.344,0,0.103,0.112,0.11332868530700317,0.1680535849962497,0.694,180.059,196583.0,4,5,0.49999999999999994,-0.8660254037844387
55.0,0.723,-8.586,0,0.0321,0.0823,6.759977151302971e-06,0.07908840631896367,0.741,120.013,204067.0,4,10,0.8660254037844387,-0.4999999999999998
68.0,0.612,-6.995,0,0.406,0.0137,0.16344613607000308,0.3485419607085434,0.393,99.137,136093.0,4,5,1.2246467991473532e-16,-1.0
33.0,0.383,-5.838,0,0.0344,0.000229,0.000575834175673486,0.1914464645709552,0.517,136.063,222089.0,4,10,0.49999999999999994,0.8660254037844387
26.0,0.731,-14.7,1,0.0759,0.986,9.629536345266395e-05,0.07927318089450787,0.641,111.997,192467.0,3,2,-0.8660254037844385,-0.5000000000000004
48.0,0.355,-3.49,0,0.0851,0.000401,0.00016298671694340588,0.10165365372649983,0.113,170.117,234467.0,4,8,0.49999999999999994,-0.8660254037844387
49.0,0.498,-5.832,1,0.0776,7.17e-05,0.03420817132973701,0.0746435429957658,0.509,134.978,189105.0,4,8,1.2246467991473532e-16,-1.0
61.0,0.305,-9.57,1,0.0338,0.475,0.11511280710050457,0.08764450985204635,0.181,113.468,281213.0,4,0,,
60.0,0.713,-8.173,1,0.0943,0.197,0.00023197309216166522,0.47187687362741587,0.961,155.942,206427.0,4,9,-0.5000000000000001,-0.8660254037844386
42.0,0.556,-6.336,1,0.0487,0.00191,0.00022097558309735742,0.14755756435761466,0.386,134.987,243400.0,4,8,,
35.0,0.567,-16.605,1,0.0622,0.442,0.003164986143156422,0.10705907229340779,0.534,112.73,216427.0,4,2,-1.0,-1.8369701987210297e-16
32.0,0.532,-8.526,1,0.0606,0.00968,0.11689375147149933,0.07371503782228067,0.483,142.091,214093.0,4,9,,
33.0,0.344,-3.772,1,0.149,0.029,2.119997752803176e-06,0.08984070399978947,0.681,163.396,229667.0,4,10,-0.5000000000000001,-0.8660254037844386
45.0,0.383,-4.88,0,0.0484,9.91e-06,0.0008806121472821132,0.16381808522939498,0.278,145.001,548313.0,4,8,1.0,6.123233995736766e-17
71.0,0.442,-14.635,1,0.0414,0.639,7.699703565216889e-05,0.05249756895775399,0.216,123.281,235987.0,4,10,-0.8660254037844386,0.5000000000000001
46.0,0.488,-3.697,1,0.103,0.129,0.16344613607000308,0.14669437915080352,0.818,183.891,202252.99998,4,4,0.8660254037844386,0.5000000000000001
33.0,0.429,-4.125,0,0.355,0.00204,1.2599992062006666e-06,0.11154137473290741,0.035,147.921,280540.0,4,8,0.49999999999999994,-0.8660254037844387
33.0,0.51,-9.925,1,0.0407,0.000131,8.429644695467975e-05,0.10526051065749295,0.558,132.597,146400.0,4,9,-1.0,-1.8369701987210297e-16
40.0,0.676,-6.456,1,0.0294,0.00703,0.0013690624062379425,0.10705907229340779,0.889,115.964,302640.0,4,2,1.2246467991473532e-16,-1.0
31.0,0.541,-10.92,0,0.0361,0.679,0.3378997886123984,0.09385457547162424,0.371,134.871,265813.0,4,10,-0.8660254037844386,0.5000000000000001
65.0,0.333,-3.191,1,0.0959,0.153,0.16344613607000308,0.33289441527332897,0.353,187.826,191692.99998,4,4,,
39.0,0.422,-4.874,0,0.0884,0.000137,0.01705375456582752,0.21591750622247016,0.393,76.196,245840.0,4,9,0.49999999999999994,0.8660254037844387
50.0,0.543,-7.42,1,0.105,0.0756,0.5993858007454709,0.12486898204586927,0.637,182.301,216827.0,4,10,-0.5000000000000004,0.8660254037844384
49.0,0.211,-5.724,0,0.214,0.00222,0.0005348569385229859,0.09803374027136541,0.0642,105.578,439840.0,4,8,,
40.0,0.475,-4.528,0,0.038,0.000591,0.00013399102280195406,0.29713723122253605,0.428,108.034,204280.0,4,9,-0.5000000000000004,0.8660254037844384
67.0,0.426,-6.729,1,0.0701,0.00162,0.09984533496971613,0.07594200357515736,0.539,127.059,205600.0,4,8,0.8660254037844386,0.5000000000000001
30.0,0.246,-11.763,0,0.0348,0.102,0.02615495747685121,0.21672298351128702,0.0873,149.731,438907.0,4,9,-1.0,-1.8369701987210297e-16
63.0,0.629,-4.125,1,0.0269,0.00898,9.05995895844789e-06,0.07241368050904531,0.773,110.001,179293.00002,4,4,-1.0,-1.8369701987210297e-16
36.0,0.601,-8.283,0,0.0885,0.288,0.017545179215748816,0.4324315563379787,0.634,146.034,170645.0,4,6,,
73.0,0.63,-9.28,1,0.0549,0.373,5.749834693836706e-05,0.09803374027136541,0.518,143.868,274493.0,4,0,-1.0,-1.8369701987210297e-16
80.0,0.759,-5.187,1,0.0948,0.00323,0.16344613607000308,0.08672800350982414,0.695,109.997,164442.0,4,9,-0.8660254037844385,-0.5000000000000004
21.0,0.362,-7.679,1,0.0709,0.291,0.16344613607000308,0.33289441527332897,0.336,101.354,417240.0,4,9,-0.5000000000000001,-0.8660254037844386
53.0,0.547,-8.53,0,0.0728,0.00431,0.5068176023684519,0.09531017980432487,0.404,166.214,220217.0,4,10,-0.5000000000000004,0.8660254037844384
51.0,0.393,-2.078,1,0.0734,0.00912,0.16344613607000308,0.32570013963930183,0.37,134.919,197760.0,4,9,0.49999999999999994,-0.8660254037844387
32.0,0.256,-10.764,1,0.0321,0.00694,0.6162661362239876,0.11422114409002286,0.0388,174.07,546240.0,4,8,-0.5000000000000004,0.8660254037844384
28.0,0.764,-3.947,0,0.0632,0.133,1.6399986552014702e-06,0.10345870836822998,0.565,119.976,264551.0,4,2,0.49999999999999994,0.8660254037844387
,0.486,-6.532,1,0.0865,0.11,0.0013490895692955193,0.28818194749343196,0.835,100.867,182893.0,4,2,0.8660254037844386,0.5000000000000001
19.0,0.0895,-9.518,1,0.13,5.75e-06,0.5590441960364649,0.07575661239924633,0.0763,164.27,317620.0,3,8,-0.5000000000000004,0.8660254037844384
40.0,0.365,-1.376,1,0.103,0.00027,5.549845993198225e-05,0.3015849776207723,0.274,130.16,281653.0,4,10,-1.0,-1.8369701987210297e-16
5.0,0.599,-19.889,1,0.128,0.989,0.5855619698800079,0.10345870836822998,0.275,131.222,65111.0,4,10,0.8660254037844386,0.5000000000000001
51.0,0.869,-8.586,1,0.0367,0.279,0.004440128026021296,0.09984533496971613,0.617,106.999,164964.0,4,9,0.49999999999999994,-0.8660254037844387
67.0,0.542,-7.481,1,0.0301,0.0033,1.5099988599511474e-06,0.2911759617060367,0.671,105.97,183391.0,4,10,-1.0,-1.8369701987210297e-16
26.0,0.911,-11.952,1,0.348,0.232,0.16344613607000308,0.2639015437863775,0.573,101.76,229013.0,4,5,0.8660254037844386,0.5000000000000001
38.0,0.682,-10.984,1,0.0959,0.346,0.06278698809876482,0.08470872792695418,0.865,118.567,286960.0,5,2,-0.5000000000000001,-0.8660254037844386
54.0,0.704,-6.778,0,0.131,0.334,0.128393214768399,0.10705907229340779,0.454,93.989,229959.0,4,1,-0.8660254037844386,0.5000000000000001
14.0,0.602,-5.422,1,0.0686,0.202,0.038451186374252724,0.521171915820135,0.528,106.348,193107.0,4,2,-0.5000000000000001,-0.8660254037844386
20.0,0.685,-8.086,0,0.157,0.0144,0.00012899168021549375,0.22474227267790678,0.688,120.056,216000.0,4,9,-0.8660254037844386,0.5000000000000001
9.0,0.277,-12.766,1,0.0318,0.944,0.6486726904581158,0.08764450985204635,0.584,68.389,199960.00001999998,3,9,-0.5000000000000001,-0.8660254037844386
43.0,0.514,-9.51,0,0.0838,0.0051,0.001339103001229485,0.09029763798078058,0.545,143.165,199120.0,4,0,-1.0,-1.8369701987210297e-16
69.0,0.673,-10.205,1,0.029,0.223,0.0002059787849134885,0.06109509935981088,0.818,130.771,211387.0,4,10,0.8660254037844386,0.5000000000000001
17.0,0.699,-6.674,0,0.0901,0.787,0.16344613607000308,0.16466662155523387,0.523,134.985,387099.0,3,3,0.49999999999999994,-0.8660254037844387
33.0,0.74,-10.616,0,0.0292,0.646,0.0001159932725202534,0.07232066157962612,0.719,83.18,189360.0,3,2,-0.5000000000000001,-0.8660254037844386
68.0,0.472,-5.121,1,0.0612,0.000839,0.00014298977647463114,0.316998126785834,0.637,164.991,118733.0,4,9,-0.8660254037844385,-0.5000000000000004
,0.512,-8.799,1,0.0331,0.512,0.00019298137789600553,0.12044615307586716,0.289,121.992,264987.0,4,0,0.49999999999999994,-0.8660254037844387
29.0,0.18,-5.606,0,0.0942,1.47e-06,0.6270073780554003,0.3947411447451887,0.0368,100.394,285000.0,4,8,0.8660254037844387,-0.4999999999999998
65.0,0.717,-13.953,1,0.0535,0.331,0.16344613607000308,0.09712671073072274,0.852,131.537,194267.0,4,10,0.8660254037844386,0.5000000000000001
39.0,0.611,-10.327,1,0.0378,0.00282,0.006280237957150484,0.21349717426240436,0.605,127.746,312200.0,4,10,-0.5000000000000004,0.8660254037844384
26.0,0.477,-2.489,1,0.128,0.331,0.21349717426240436,0.20048886074940359,0.517,93.631,154933.0,4,10,0.8660254037844386,0.5000000000000001
35.0,0.25,-5.978,0,0.0508,5.25e-06,0.5709795465857378,0.21349717426240436,0.737,161.61,257693.0,4,10,0.49999999999999994,-0.8660254037844387
27.0,0.59,-6.361,1,0.0257,0.185,1.2199925580605278e-05,0.17395330712343804,0.458,98.056,211920.0,4,9,-1.0,-1.8369701987210297e-16
41.0,0.147,-6.105,0,0.0926,5.18e-05,0.028490270399627496,0.31188676114859837,0.203,161.293,413829.0,3,8,0.49999999999999994,-0.8660254037844387
55.0,0.551,-7.888,1,0.0286,0.191,2.489996899955146e-06,0.18398683611301586,0.561,77.066,283560.0,4,4,-0.5000000000000001,-0.8660254037844386
33.0,0.541,-3.786,1,0.0686,0.000145,1.4199989918009544e-06,0.21752781252857406,0.641,102.492,159147.0,3,10,0.8660254037844386,0.5000000000000001
91.0,0.702,-3.787,0,0.0601,0.00883,0.16344613607000308,0.06522578491770742,0.915,102.977,203064.0,4,9,1.2246467991473532e-16,-1.0
67.0,0.78,-6.371,1,0.214,0.126,0.0023472430683481376,0.07510747248680541,0.824,178.036,165499.0,4,6,1.2246467991473532e-16,-1.0
47.0,0.377,-8.431,1,0.0309,0.812,0.00032194816912606245,0.14323416808590783,0.553,161.532,173159.0,4,10,,
45.0,0.772,-4.52,0,0.0741,0.0414,0.16344613607000308,0.08645288773019902,0.713,119.959,216400.00001999998,4,9,-0.5000000000000004,0.8660254037844384
62.0,0.588,-4.206,1,0.033,0.0344,0.007700276626187931,0.1484200051182733,0.706,123.691,214560.0,4,10,-0.5000000000000001,-0.8660254037844386
22.0,0.524,-7.056,1,0.0458,0.00297,0.5999347988377665,0.1806534996932576,0.234,131.734,332816.0,4,8,-1.0,-1.8369701987210297e-16
56.0,0.515,-2.936,0,0.111,0.00232,0.16344613607000308,0.42461392694692524,0.612,164.951,197493.0,4,9,0.8660254037844387,-0.4999999999999998
45.0,0.477,-6.058,1,0.121,0.000238,0.00014398963299522052,0.058080211076524654,0.555,104.822,256293.0,4,10,0.8660254037844386,0.5000000000000001
50.0,0.648,-8.963,1,0.179,0.343,2.9299957075583845e-06,0.08342160813907239,0.619,153.063,182827.0,4,2,0.49999999999999994,0.8660254037844387
27.0,0.425,-2.492,0,0.0448,0.000318,0.00023497239182519603,0.13889199886661863,0.218,149.969,225491.0,4,8,0.8660254037844387,-0.4999999999999998
48.0,0.589,-4.058,0,0.109,0.0016,4.319990668826874e-06,0.1972101692877053,0.301,133.034,302904.0,4,8,-1.0,-1.8369701987210297e-16
75.0,0.5,-8.284,0,0.0376,0.462,0.16344613607000308,0.23111172096338664,0.623,144.438,153800.0,4,9,,
56.0,0.384,-3.609,0,0.0489,0.0125,0.10255658832509207,0.1414995622736995,0.446,171.036,225787.0,4,9,0.49999999999999994,-0.8660254037844387
55.0,0.371,-7.352,1,0.0276,0.754,0.11778303565638346,0.1301506844650451,0.192,161.006,435080.0,4,6,-0.5000000000000004,0.8660254037844384
35.0,0.66,-12.563,0,0.0304,0.216,0.0015987213636970278,0.06625579577706527,0.718,87.126,220426.99998,4,4,0.8660254037844387,-0.4999999999999998
52.0,0.57,-3.6,0,0.128,0.00478,0.16344613607000308,0.024497471600387438,0.831,169.979,114809.0,4,9,-0.5000000000000004,0.8660254037844384
47.0,0.554,-15.895,1,0.0464,0.922,0.0006627803125964693,0.15700374880966478,0.469,89.216,190587.0,4,4,0.8660254037844386,0.5000000000000001
36.0,0.462,-6.857,0,0.028,0.0301,0.3336110043401807,0.11154137473290741,0.277,132.994,269799.0,4,10,0.49999999999999994,0.8660254037844387
39.0,0.591,-9.739,0,0.0285,0.00517,0.5469646703818639,0.2978798974282269,0.561,150.002,416000.0,4,9,0.49999999999999994,-0.8660254037844387
46.0,0.392,-4.564,0,0.0799,2.9e-05,0.0413338634929772,0.1604167214059047,0.335,160.047,232014.0,4,6,0.49999999999999994,0.8660254037844387
50.0,0.556,-5.381,1,0.0353,0.0455,0.0003739300794329848,0.08883471370049074,0.538,143.15,363893.0,4,10,0.8660254037844387,-0.4999999999999998
59.0,0.663,-9.03,1,0.0278,0.539,0.07064483956933203,0.08672800350982414,0.593,136.018,257773.0,4,0,-0.5000000000000001,-0.8660254037844386
17.0,0.423,-4.209,1,0.085,0.251,0.09893994785490356,0.2468600779315258,0.863,122.524,199200.0,4,2,-0.5000000000000004,0.8660254037844384
67.0,0.562,-4.46,0,0.0296,0.000187,0.08974929214360808,0.26082461828189824,0.791,132.009,221000.0,4,6,-0.8660254037844385,-0.5000000000000004
35.0,0.513,-11.738,1,0.142,0.854,0.00012299243612023177,0.12044615307586716,0.0788,119.009,194183.0,4,9,,
,0.348,-8.97,0,0.0313,0.00275,1.0499994487503857e-06,0.17563256864315802,0.364,62.919,235067.0,4,8,0.8660254037844387,-0.4999999999999998
31.0,0.183,-8.134,1,0.0747,5.11e-06,0.5382462193419828,0.10255658832509207,0.263,152.879,239133.0,4,8,,
80.0,0.459,-3.126,1,0.0805,0.00725,0.16344613607000308,0.1873090983049937,0.572,181.04,182827.0,4,9,0.8660254037844386,0.5000000000000001
,0.498,-8.872,0,0.0405,0.000165,0.048504409059614985,0.11600367575630613,0.121,117.962,272616.0,4,8,-0.5000000000000001,-0.8660254037844386
19.0,0.526,-6.598,1,0.0751,0.368,4.049991798772144e-06,0.17479329037316305,0.602,117.213,271720.0,4,2,1.2246467991473532e-16,-1.0
85.0,0.548,-7.596,1,0.0323,0.186,0.00026296542156261987,0.19638881400539013,0.405,85.03,272394.0,4,6,0.49999999999999994,-0.8660254037844387
54.0,0.593,-9.442,0,0.113,0.0133,0.5187937934151675,0.06681717303731714,0.532,153.486,576703.0,4,10,-0.5000000000000004,0.8660254037844384
71.0,0.504,-2.97,1,0.0738,0.00512,0.01222496962256897,0.3038014543316642,0.671,106.244,179760.0,4,8,0.8660254037844386,0.5000000000000001
58.0,0.5,-3.577,1,0.117,0.205,0.00025096850477009157,0.5270925962298626,0.675,162.249,185452.99998,4,4,0.8660254037844386,0.5000000000000001
78.0,0.338,-12.049,0,0.0339,0.58,0.0031948908965191976,0.1097508639591192,0.197,82.433,482830.0,4,10,-1.0,-1.8369701987210297e-16
34.0,0.664,-4.952,1,0.0464,0.0165,0.008255826684622877,0.11332868530700317,0.785,116.066,239907.0,4,2,,
38.0,0.729,-11.326,1,0.0259,0.199,0.16344613607000308,0.03796993125162867,0.435,100.003,362373.0,4,10,0.49999999999999994,-0.8660254037844387
66.0,0.516,-4.004,0,0.0364,0.00136,0.000714744509276658,0.10436001532424277,0.899,116.794,235587.0,4,10,-0.8660254037844385,-0.5000000000000004
75.0,0.38,-10.961,1,0.0378,0.00298,0.028976108236517098,0.09893994785490356,0.491,99.437,274132.9998,4,10,-1.0,-1.8369701987210297e-16
54.0,0.572,-8.791,1,0.0354,0.174,0.007114630885407405,0.10165365372649983,0.187,140.023,262383.0,4,0,,
42.0,0.608,-8.922,1,0.0313,0.805,0.16344613607000308,0.1972101692877053,0.508,78.676,193493.0,4,2,-0.5000000000000001,-0.8660254037844386
67.0,0.445,-10.94,1,0.026,0.261,0.016070180177494467,0.16889853646181394,0.749,79.296,183733.0,4,0,,
76.0,0.256,-10.283,1,0.0552,0.199,0.032370380030450716,0.08185644646983221,0.382,203.006,281160.0,4,10,0.49999999999999994,0.8660254037844387
60.0,0.546,-13.104,1,0.0319,0.0701,0.00073073294963462,0.07603468627599762,0.529,113.312,238120.0,4,9,0.49999999999999994,-0.8660254037844387
39.0,0.209,-9.236,1,0.177,0.608,0.6248683398066509,0.35627486391739266,0.358,109.906,226587.0,4,10,-0.8660254037844385,-0.5000000000000004
73.0,0.538,-5.106,1,0.0396,0.0608,5.389985474002197e-06,0.11154137473290741,0.217,139.984,205107.0,4,4,-0.8660254037844386,0.5000000000000001
35.0,0.375,-7.274,1,0.0328,0.962,0.011335509663745602,0.5050087384444258,0.715,81.189,167493.0,4,2,-1.0,-1.8369701987210297e-16
71.0,0.54,-2.962,0,0.0458,0.435,3.3699432167757266e-05,0.04468651762240602,0.91,126.294,265773.0,4,10,0.8660254037844387,-0.4999999999999998
40.0,0.538,-5.84,0,0.0385,0.0012,0.08901769631765273,0.1680535849962497,0.242,110.007,217827.0,4,8,-1.0,-1.8369701987210297e-16
43.0,0.595,-12.114,1,0.0305,0.682,2.3699971915544375e-06,0.07659060216171255,0.691,90.726,230773.0002,4,0,0.8660254037844386,0.5000000000000001
45.0,0.5,-21.132,0,0.0357,0.838,1.5199884481170589e-05,0.29266961396282,0.437,85.641,86333.0,4,9,-0.5000000000000004,0.8660254037844384
27.0,0.838,-6.853,1,0.0556,0.00923,0.4731237565819792,0.1097508639591192,0.849,120.0,270120.0,4,1,-0.8660254037844386,0.5000000000000001
65.0,0.567,-13.648,1,0.0331,0.914,0.16344613607000308,0.10526051065749295,0.436,146.913,157893.0,4,0,-0.5000000000000001,-0.8660254037844386
25.0,0.659,-3.423,0,0.0375,0.00184,0.6075892921982987,0.08828556486736039,0.0471,130.021,323227.0,4,1,0.8660254037844387,-0.4999999999999998
56.0,0.52,-4.64,1,0.0307,0.367,2.099977950308695e-05,0.11243542932978817,0.39,79.007,210199.99998,4,4,-0.5000000000000001,-0.8660254037844386
39.0,0.553,-4.04,0,0.0795,0.000833,0.00018098362147631207,0.3393253056036194,0.369,124.984,198840.0,4,8,1.0,6.123233995736766e-17
50.0,0.65,-11.04,1,0.0392,0.882,0.16344613607000308,0.10795714150509228,0.254,114.142,156147.0,4,0,-1.0,-1.8369701987210297e-16
26.0,0.531,-6.399,0,0.0503,0.833,0.16344613607000308,0.08938356113468547,0.656,154.66,355354.99998,4,9,1.2246467991473532e-16,-1.0
44.0,0.614,-4.376,0,0.0445,0.0253,0.007134488900599439,0.09893994785490356,0.672,108.954,232618.0,4,8,0.8660254037844386,0.5000000000000001
68.0,0.317,-7.292,1,0.0375,0.000582,0.0025766775134498984,0.0853516670995037,0.871,169.613,220561.0,4,10,-1.0,-1.8369701987210297e-16
43.0,0.352,-5.135,1,0.177,5.38e-05,0.0002419707227233054,0.0816721486440249,0.473,199.988,169800.0,4,8,-0.5000000000000001,-0.8660254037844386
36.0,0.239,-9.539,0,0.0626,0.395,0.6318035503188933,0.10705907229340779,0.119,118.857,192000.0,4,9,0.8660254037844387,-0.4999999999999998
18.0,0.641,-6.046,0,0.035,0.393,0.0030054790198282724,0.13627761829254784,0.594,108.03,234627.0,4,2,,
39.0,0.26,-5.841,1,0.143,0.343,0.03498096889524552,0.1301506844650451,0.358,81.971,225267.0,4,4,,
32.0,0.498,-5.732,0,0.0949,0.0113,0.0006877634364975745,0.08388148398070211,0.628,163.171,166995.0,4,6,-0.5000000000000004,0.8660254037844384
27.0,0.275,-13.997,1,0.0416,0.98,0.0006198078794057441,0.15443635330441893,0.398,80.946,279067.00002000004,4,9,0.49999999999999994,-0.8660254037844387
49.0,0.332,-6.366,0,0.0334,0.0635,0.14323416808590783,0.5247285289349821,0.226,61.965,377747.0,4,0,0.49999999999999994,-0.8660254037844387
66.0,0.601,-4.364,0,0.0384,0.000347,0.0010993954433009636,0.29713723122253605,0.581,114.991,236933.0,4,10,-0.8660254037844385,-0.5000000000000004
64.0,0.266,-9.07,1,0.0453,0.000862,0.16344613607000308,0.05401458830623825,0.778,175.514,163693.0,4,9,0.8660254037844387,-0.4999999999999998
37.0,0.466,-16.348,0,0.0402,0.919,0.6254035284734257,0.09803374027136541,0.637,96.245,197467.0,4,2,0.8660254037844387,-0.4999999999999998
24.0,0.779,-5.961,1,0.0784,0.115,0.543486406005539,0.5999347988377665,0.286,127.985,386149.0,4,9,-0.8660254037844386,0.5000000000000001
,0.617,-13.57,1,0.0696,0.82,0.00011699315603382415,0.09803374027136541,0.872,165.978,157480.0,4,2,0.49999999999999994,-0.8660254037844387
46.0,0.563,-6.501,1,0.0511,0.00356,0.42395969074432877,0.25309062768216184,0.499,122.995,183027.0,4,2,-0.5000000000000001,-0.8660254037844386
58.0,0.623,-12.255,1,0.0412,0.00168,0.16636153721522523,0.29490591754110057,0.319,125.166,194507.0,4,9,0.8660254037844386,0.5000000000000001
60.0,0.839,-4.297,0,0.118,0.474,0.00027296274228075067,0.07250669078674805,0.43,104.011,181965.0,4,9,-0.8660254037844386,0.5000000000000001
