danceability,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
0.575,2.0,-8.01,0,0.0298,0.416,4.169991305574171e-06,0.26620304077465673,0.357,134.936,263440.0,4,6
0.858,7.0,-12.982,0,0.0532,0.8,6.079981516874918e-06,0.08626943515217579,0.574,110.078,248591.0,4,2
0.228,1.0,-5.959,1,0.0565,2.7e-05,0.511025603768657,0.29042829811980614,0.337,139.78,503760.0,4,8
0.46,6.0,-5.52,0,0.0426,0.0575,1.0399945920374952e-05,0.11422114409002286,0.261,126.325,260293.0,4,10
0.45,7.0,-8.192,1,0.0287,0.718,0.16344613607000308,0.647626665258136,0.205,87.634,299160.0,4,9
0.385,8.0,-3.369,1,0.0459,0.00501,2.1299977315532212e-06,0.10705907229340779,0.517,166.137,226347.0,4,6
0.808,6.0,-5.851,1,0.0511,0.000368,0.38185524246903063,0.04993236874820901,0.769,124.972,189140.0,4,6
0.799,2.0,-7.545,1,0.0341,0.00137,0.011928570865273802,0.13190507087993858,0.757,124.01,173007.0,4,9
0.859,9.0,-4.234,0,0.13,0.0296,0.16344613607000308,0.05230777962334487,0.71,102.072,222560.0,4,5
0.507,8.0,-5.747,1,0.175,0.00831,0.16344613607000308,0.178146185383474,0.706,142.935,206434.0,4,10
0.457,10.0,-3.364,1,0.0354,0.0191,0.16344613607000308,0.05221287144693424,0.878,148.0,208960.00002,4,4
0.726,11.0,-6.397,0,0.0334,0.399,0.16381808522939498,0.08351360022781763,0.501,126.977,222976.0,4,6
0.589,1.0,-7.431,0,0.0277,0.573,0.16344613607000308,0.12044615307586716,0.0752,127.329,204825.0,4,9
0.331,2.0,-20.87,1,0.0431,0.94,0.6434315883140125,0.10616019582839065,0.408,181.035,242000.0,5,6
0.442,5.0,-5.576,1,0.0479,0.007,0.16344613607000308,0.15443635330441893,0.666,154.001,236787.0,4,2
0.327,9.0,-4.963,1,0.062,0.000101,0.6221880916194514,0.11955923505763925,0.455,180.058,226119.0,4,1
0.607,2.0,-5.915,1,0.0962,0.469,0.00046988958459547205,0.08157998699242289,0.294,93.473,250509.0,4,9
0.453,-1.0,-6.269,0,0.0314,0.00943,0.0017185224939643073,0.1798184265758361,0.597,78.485,279280.0,4,10
0.623,8.0,-7.485,0,0.0727,0.00114,0.005007441810539238,0.11867152971749864,0.539,117.968,219193.0,4,2
0.912,10.0,-7.013,0,0.108,0.00583,4.419902320878267e-05,0.1301506844650451,0.583,103.998,123810.0,4,5
0.424,9.0,-4.912,0,0.0368,0.366,0.0009435547122124136,0.1397619423751587,0.437,81.202,206672.0,4,2
0.661,7.0,-28.545,1,0.0368,0.944,2.7199630086707746e-05,0.17563256864315802,0.254,81.995,147805.0,4,6
0.338,8.0,-7.246,0,0.0402,0.915,0.16344613607000308,0.10165365372649983,0.427,190.773,178285.0,3,9
0.81,-1.0,-8.963,0,0.0326,0.125,0.23822918873225063,0.06980587424396291,0.827,102.004,180480.0,4,6
0.36,10.0,-12.562,1,0.0327,0.947,0.6423800635062922,0.09194087369835728,0.285,80.065,204000.0,3,6
0.697,4.0,-13.677,1,0.0407,0.00689,0.5771750043075246,0.0860859489131289,0.0322,121.993,229238.0,4,6
0.377,3.0,-7.472,1,0.0279,0.509,0.0005648404475952437,0.06353802080398764,0.267,169.583,225199.0,4,6
0.744,7.0,-6.445,1,0.202,0.0259,0.16344613607000308,0.4414755456311975,0.574,94.088,250200.0,4,5
0.643,-1.0,-9.628,0,0.0299,0.242,0.0001219925586052273,0.20048886074940359,0.656,96.003,341173.00002,4,0
0.553,5.0,-6.169,1,0.0344,0.0117,1.4299897755974725e-05,0.1501426584297195,0.29,84.954,174504.0,4,0
0.782,-1.0,-12.48,1,0.079,0.0339,0.008979562780576527,0.08525984395082342,0.451,118.543,192783.0,4,1
0.62,7.0,-6.176,1,0.0302,0.766,0.16344613607000308,0.31188676114859837,0.255,111.803,216830.0,4,9
0.359,1.0,-11.706,1,0.0434,0.877,0.005047241221513209,0.08038111194681245,0.519,92.685,417280.00002,4,3
0.518,-1.0,-6.147,1,0.0672,0.00563,0.003483924082530876,0.058080211076524654,0.249,117.897,309973.0,4,8
0.642,-1.0,-4.758,1,0.0293,0.317,0.16344613607000308,0.2851789422336624,0.336,84.998,234541.0,4,6
0.537,7.0,-6.25,1,0.0272,0.227,0.5007752879124893,0.09531017980432487,0.367,93.198,189651.0,4,6
0.64,4.0,-6.599,0,0.0438,0.834,2.7999960800073176e-06,0.1380212978973747,0.59,112.316,260720.0,4,2
0.741,1.0,-3.938,0,0.228,0.119,0.16344613607000308,0.16126814759612226,0.276,148.887,206197.0,4,5
0.446,-1.0,-4.102,1,0.115,0.00593,0.0001819834400092484,0.07250669078674805,0.41,164.037,169813.0,4,10
0.523,9.0,-10.014,0,0.0285,0.000929,0.44660705143933954,0.057230633454271714,0.0994,144.029,594000.0,4,10
0.707,6.0,-9.751,1,0.0664,0.654,0.10616019582839065,0.11064652008706366,0.26,141.988,260005.0,4,1
0.669,2.0,-5.19,1,0.0404,0.0761,0.16344613607000308,0.17479329037316305,0.835,119.986,184132.0,4,10
0.644,5.0,-8.597,1,0.0364,0.0831,0.011434377625663104,0.19227188764712272,0.63,89.936,221388.0,4,6
0.618,10.0,-4.694,1,0.0427,0.37,0.16344613607000308,0.08636116564804344,0.517,169.988,175267.00002,4,9
0.661,9.0,-16.361,0,0.043,0.844,0.00012799180869898358,0.23111172096338664,0.588,146.118,188400.0,4,2
0.69,9.0,-9.147,0,0.0275,0.407,3.789992817968147e-06,0.10795714150509228,0.84,127.314,205053.0,4,2
0.326,5.0,-9.388,0,0.043,0.0215,0.32425505268262117,0.10705907229340779,0.89,165.669,205160.0,4,10
0.58,6.0,-5.537,0,0.0459,0.0275,0.16344613607000308,0.09712671073072274,0.562,157.888,188584.0,4,9
0.393,7.0,-7.683,0,0.0442,5.27e-06,0.6168059473032227,0.08956644335904305,0.497,89.562,307307.0,4,8
0.732,7.0,-9.386,0,0.0362,0.718,0.21913552991667093,0.11778303565638346,0.77,107.014,207307.0,4,2
0.483,6.0,-9.403,1,0.0241,0.354,0.6481498146292096,0.09803374027136541,0.368,95.981,292853.0,4,6
0.277,7.0,-5.321,1,0.0523,0.00571,0.16344613607000308,0.3832194991608447,0.313,186.062,200528.0,4,10
0.272,5.0,-5.327,1,0.121,0.00122,0.25309062768216184,0.5704144151776482,0.0577,179.935,362653.0,3,8
0.663,4.0,-11.577,1,0.0312,0.84,0.00034594015580366336,0.10526051065749295,0.32,118.061,217344.0,4,0
0.764,1.0,-6.485,1,0.0426,0.123,0.2062008305838978,0.19556678354397528,0.579,116.054,241913.0,4,6
0.597,5.0,-14.06,1,0.0351,0.247,1.8999819502286302e-05,0.1814878760453772,0.77,95.33,182200.00002,4,4
0.666,6.0,-5.104,0,0.0449,0.0151,0.0005918248371275377,0.055434706888100586,0.546,159.962,158733.0,4,1
0.494,1.0,-8.241,0,0.0815,9.93e-05,0.03217673169522125,0.3954147722546629,0.287,98.001,253000.0,4,8
0.329,8.0,-8.5,1,0.886,0.688,0.007134488900599439,0.23348984336835407,0.133,86.88,141107.0,4,10
0.681,2.0,-5.589,1,0.059,0.921,0.008870540168187639,0.5938791789012764,0.975,147.192,174367.99998,4,3
0.522,11.0,-17.913,0,0.0365,0.947,0.45298462407614076,0.14669437915080352,0.134,94.084,264625.99998,3,7
0.503,1.0,-2.914,0,0.0368,0.000164,8.259658880784168e-05,0.2963940130538024,0.452,170.067,196200.0,4,10
0.928,-1.0,-10.334,0,0.0838,0.221,4.369990451577817e-06,0.10885440491208209,0.468,109.999,245621.0,4,5
0.39,7.0,-11.783,1,0.0399,0.00299,0.2654364635044612,0.0729716124558227,0.795,115.197,235707.0,4,6
0.32,5.0,-9.543,0,0.0762,0.717,0.0013490895692955193,0.46561903092791146,0.598,171.3,367627.00002000004,4,3
0.849,-1.0,-10.479,1,0.445,0.0965,0.16344613607000308,0.09984533496971613,0.48,83.21,277133.0,4,5
0.588,-1.0,-10.572,0,0.0368,0.0194,8.809611942291756e-05,0.13540463700620295,0.604,108.682,371853.0,4,8
0.343,11.0,-2.271,1,0.0688,0.00187,2.699996355006561e-06,0.211880359035499,0.449,166.983,201557.0,4,10
0.408,9.0,-3.133,1,0.361,0.0104,0.16344613607000308,0.03478782548566393,0.277,99.788,217619.0,4,10
0.745,-1.0,-12.487,1,0.0359,0.457,0.00029495649605556547,0.11243542932978817,0.604,115.857,456640.0,4,10
0.943,1.0,-4.273,1,0.2,0.00839,0.16344613607000308,0.24529635595534308,0.711,135.0,170733.0,4,5
0.647,5.0,-8.591,1,0.0262,0.29,0.16344613607000308,0.20863886511132804,0.437,142.648,219079.99998000002,4,4
0.447,-1.0,-12.581,1,0.033,0.272,0.0022075615420005827,0.24059046491793043,0.168,127.867,281200.0002,4,0
0.726,-1.0,-8.896,1,0.113,0.316,0.16344613607000308,0.0683126401820873,0.887,96.91,145707.0,4,1
0.429,5.0,-9.713,0,0.0723,0.946,0.01222496962256897,0.4498009219282161,0.902,175.488,212866.99998,4,3
0.369,-1.0,-2.584,0,0.12,7.6e-05,0.005872721762681731,0.21591750622247016,0.27,185.985,250253.0,4,8
0.591,-1.0,-6.113,1,0.0272,0.0129,0.39068982252601003,0.09212328887580583,0.369,111.95,250177.0,4,6
0.447,-1.0,-18.481,0,0.0378,0.954,0.5567545556543905,0.10705907229340779,0.268,109.703,183967.00002,4,7
0.608,11.0,-8.151,1,0.0368,0.131,0.16344613607000308,0.09294374564273797,0.108,99.947,174406.0,4,9
0.48,7.0,-6.227,0,0.0465,0.00652,0.0015687688384473056,0.09621885774054292,0.232,119.989,284549.0,3,8
0.675,11.0,-2.625,0,0.0399,0.0211,0.16344613607000308,0.0914846901221783,0.562,118.957,215067.0,4,10
0.659,11.0,-7.436,0,0.0469,0.427,0.16344613607000308,0.07250669078674805,0.553,144.915,196253.0,4,9
0.337,6.0,-8.155,0,0.221,0.0394,0.16344613607000308,0.11600367575630613,0.564,69.21,245720.0,4,5
0.457,-1.0,-9.451,1,0.0317,0.0016,0.0002759619190067416,0.126632650933366,0.755,115.998,156667.0,4,10
0.476,9.0,-9.309,1,0.0346,0.297,0.09803374027136541,0.031110995025052664,0.855,182.107,253867.0,4,10
0.468,8.0,-5.246,1,0.0443,0.00308,0.00026296542156261987,0.07631268284916358,0.455,146.079,260618.0,4,10
0.395,11.0,-7.556,1,0.0368,0.735,0.16344613607000308,0.10436001532424277,0.303,70.568,284779.99998,4,3
0.859,7.0,-7.737,1,0.357,0.314,0.6004834956965259,0.2738366656297279,0.378,79.975,180563.0,4,1
0.586,4.0,-17.64,1,0.0611,0.989,0.04611993561355312,0.23586232372198446,0.841,146.461,182047.0,3,2
0.672,4.0,-6.446,1,0.0599,0.0311,1.369999061550857e-06,0.2468600779315258,0.28,123.999,143747.0,4,9
0.628,11.0,-13.529,0,0.0317,0.905,0.6611403844248589,0.19967019512856765,0.333,115.006,183637.0,1,6
0.402,8.0,-8.138,0,0.0386,1.05e-05,0.6151856390902334,0.0761273603875509,0.199,74.999,300503.0,4,10
0.584,8.0,-7.479,1,0.0323,0.533,0.03285433687094718,0.08672800350982414,0.628,122.042,207213.0,4,6
0.809,7.0,-6.678,1,0.0735,0.392,0.16344613607000308,0.1406311297397456,0.244,97.008,180435.0,4,5
0.63,2.0,-13.34,1,0.0391,0.00921,0.16344613607000308,0.08920064545830206,0.961,118.187,136173.0,4,10
0.642,-1.0,-5.717,1,0.0289,0.00159,0.16344613607000308,0.07473634611401718,0.431,122.977,227344.0,4,9
0.694,2.0,-5.307,1,0.0361,0.00936,1.619986878141716e-05,0.1301506844650451,0.705,115.044,58149.0,4,9
0.614,11.0,-3.175,0,0.0444,0.00956,0.0003009547085882487,0.29490591754110057,0.407,128.973,232907.0,3,10
0.287,-1.0,-7.121,1,0.0874,0.392,0.16344613607000308,0.2523139286139896,0.262,73.054,158476.99998,4,0
0.403,7.0,-4.449,1,0.0515,0.00124,1.0399994592003748e-06,0.06475724721527854,0.497,97.283,256200.0,4,10
0.468,8.0,-4.256,1,0.234,0.000274,0.00034494050118433423,0.09485553101267882,0.557,179.998,193202.0,3,10
0.45,6.0,-4.801,0,0.0264,0.15,0.16344613607000308,0.13190507087993858,0.316,170.043,256733.0,3,9
0.574,6.0,-7.805,0,0.0336,0.0142,0.0004309071461790399,0.15614868248993136,0.767,95.009,136632.0,4,2
0.633,5.0,-4.767,0,0.0976,0.017,0.00014898890060252646,0.08516801236987823,0.472,117.049,179447.0,4,10
0.534,2.0,-8.484,0,0.0415,0.189,0.16344613607000308,0.0848924670179626,0.429,163.905,192500.0,4,9
0.765,9.0,-7.393,1,0.0321,0.119,0.0010993954433009636,0.1578580846155803,0.836,144.204,289440.0,4,10
0.577,5.0,-7.215,0,0.0279,0.599,0.011434377625663104,0.1680535849962497,0.255,130.97,307880.0,4,10
0.54,11.0,-6.978,1,0.0331,0.713,0.16344613607000308,0.13889199886661863,0.51,78.862,197658.0,3,4
0.757,4.0,-2.906,0,0.0691,0.00196,0.16344613607000308,0.4989554511955033,0.364,124.036,165366.0,4,5
0.417,7.0,-5.95,1,0.0443,0.000398,0.08139563820399408,0.22154226994723591,0.183,140.914,294800.0,4,10
0.457,6.0,-4.49,1,0.0697,0.0196,0.02058663360838838,0.12044615307586716,0.558,139.173,175224.0,4,10
0.674,-1.0,-16.441,1,0.0409,0.922,0.6232610530957788,0.12044615307586716,0.298,120.246,209709.0,4,7
0.563,7.0,-7.634,1,0.0923,0.00112,0.00011999280057594817,0.25696509978972043,0.35,106.483,212714.0,4,6
0.793,1.0,-4.258,0,0.171,0.00751,0.16344613607000308,0.10255658832509207,0.453,95.023,153093.0,4,5
0.577,3.0,-6.944,1,0.0393,0.517,0.16344613607000308,0.3001045924503381,0.525,141.927,197165.0,4,9
0.559,5.0,-7.712,1,0.0279,0.446,0.0014090068834199778,0.14323416808590783,0.397,121.227,192827.0,4,10
0.493,1.0,-4.525,1,0.0331,8.53e-06,9.729526666203337e-05,0.3060130291365044,0.683,93.501,223547.0,4,10
0.632,7.0,-7.742,0,0.0354,0.448,0.4504384737508955,0.11778303565638346,0.24,117.01,236480.0,4,1
0.708,1.0,-9.486,0,0.051,0.177,0.04917104400644938,0.06250520535139711,0.443,89.97,276252.0,4,5
0.702,10.0,-15.172,0,0.0365,0.626,0.039797469874066085,0.11778303565638346,0.397,99.747,386973.0,4,2
0.767,3.0,-9.897,1,0.0331,0.0163,0.4593217808988751,0.05002749359964816,0.964,126.879,266200.0,4,10
0.61,4.0,-6.046,1,0.0534,0.0136,1.7499984687517863e-06,0.05883478572089257,0.819,134.992,210133.0,4,10
0.54,-1.0,-8.911,1,0.0347,0.749,0.0002599662058575245,0.1097508639591192,0.781,94.055,153773.0,4,10
0.31,7.0,-5.139,1,0.0369,2.9e-05,0.009514592368585473,0.3442986728706769,0.416,153.284,266200.0,4,10
0.35,11.0,-3.364,1,0.054,0.00433,0.24920108563349938,0.06541313854823202,0.588,199.866,235547.0,4,10
0.527,5.0,-4.153,0,0.0486,2.74e-05,3.6599330236342185e-05,0.08305355513528564,0.325,123.993,246587.0,4,8
0.6,9.0,-14.263,1,0.0772,0.983,0.6611403844248589,0.10436001532424277,0.321,127.256,155929.99998,3,7
0.422,11.0,-6.389,0,0.0438,0.000118,0.6429059641231986,0.13889199886661863,0.728,174.92,168901.0,4,10
0.339,4.0,-9.141,0,0.0342,3.31e-05,0.6189622823705687,0.3001045924503381,0.107,98.441,204800.0,4,10
0.609,4.0,-10.491,1,0.0372,0.203,0.2062008305838978,0.11422114409002286,0.688,127.509,245200.0,4,6
0.0986,7.0,-6.351,1,0.0705,2.55e-06,0.6595903970311026,0.5140205146625099,0.137,158.397,340467.0,4,8
0.822,10.0,-4.772,0,0.28,0.016,0.16344613607000308,0.11955923505763925,0.636,84.459,242001.0,4,9
0.414,9.0,-6.395,1,0.0354,0.0411,0.009375908478478204,0.10165365372649983,0.894,175.883,225987.0,4,6
0.292,2.0,-5.758,1,0.18,0.164,0.6533663105481007,0.33647223662121295,0.059,128.721,131427.0,4,10
0.736,1.0,-9.981,1,0.305,0.71,0.16344613607000308,0.19967019512856765,0.442,115.02,159653.0,4,5
0.586,-1.0,-6.797,1,0.0536,0.0786,0.0009165798123550936,0.08846864798760816,0.63,95.025,262507.0,4,10
0.829,9.0,-13.55,0,0.0421,0.675,0.002626547601879901,0.23980399220731702,0.896,116.5,223840.0,4,1
0.514,6.0,-8.852,0,0.126,0.568,0.16344613607000308,0.10885440491208209,0.756,102.037,118093.0,4,2
0.375,6.0,-7.113,0,0.0362,2.29e-05,0.013409686909917675,0.20701416938432615,0.512,91.611,209804.0,4,10
0.661,-1.0,-7.56,1,0.0273,0.00298,0.0001759845138170188,0.16211884947643518,0.19,96.609,184587.0,3,10
0.708,9.0,-11.264,1,0.0493,0.45,0.004798468911573436,0.12575120530556036,0.337,103.025,267240.0,4,1
0.587,7.0,-3.578,1,0.108,0.09,0.009366001750323698,0.18979357163265562,0.528,116.072,196080.0,4,1
0.587,7.0,-6.946,1,0.0356,0.393,0.08507617235511927,0.5816568045265821,0.743,91.936,379427.0,4,10
0.535,1.0,-8.135,1,0.393,0.00389,0.16344613607000308,0.31481073984003355,0.487,137.766,181520.0,4,5
0.833,11.0,-7.373,0,0.213,0.356,0.056474846927978946,0.08516801236987823,0.491,118.028,203380.0,4,6
0.702,1.0,-10.468,1,0.0394,0.835,1.949980987747159e-05,0.0891091750717759,0.54,122.839,201302.0,4,2
0.24,11.0,-8.046,0,0.0402,1.58e-05,0.34783599527152803,0.09020626788614895,0.331,75.591,210533.0,4,10
0.671,9.0,-5.709,0,0.348,0.236,1.2899991679507155e-06,0.08874320983438856,0.417,155.599,251839.0,4,5
0.41,4.0,-9.453,0,0.0687,0.0685,0.007690353284006204,0.07306457085700514,0.392,132.923,510573.0,4,10
0.564,11.0,-10.068,1,0.0554,0.013,0.15614868248993136,0.2993635772256188,0.619,112.937,146250.0,4,10
0.603,11.0,-11.832,1,0.0524,0.427,0.6376344706296866,0.2844267797311083,0.49,165.033,534307.0,4,6
0.506,11.0,-6.697,0,0.0454,0.000177,0.0020179625433136327,0.1301506844650451,0.399,107.71,302560.0,4,8
0.508,5.0,-13.874,1,0.0381,0.974,0.5894519442211803,0.11511280710050457,0.188,112.494,269176.00002,4,7
0.618,5.0,-7.302,0,0.0392,0.441,0.0009195770593837001,0.10795714150509228,0.861,99.595,238157.0,4,1
0.532,7.0,-16.107,1,0.0446,0.952,0.6518042170255629,0.10255658832509207,0.343,123.293,187042.00002,4,7
0.753,9.0,-8.054,1,0.0423,0.122,0.16344613607000308,0.1806534996932576,0.718,91.047,147758.0,4,5
0.812,10.0,-7.97,0,0.0568,0.437,0.16344613607000308,0.10165365372649983,0.456,137.048,139355.0,4,5
0.509,8.0,-14.041,1,0.0636,0.976,3.0399537929364608e-05,0.10705907229340779,0.0773,83.414,170803.0,5,6
0.591,4.0,-2.131,1,0.0557,0.0899,0.16344613607000308,0.22633844221072896,0.327,127.928,161250.0,4,10
0.788,-1.0,-7.068,0,0.0259,0.381,0.16344613607000308,0.09421867523898174,0.76,95.978,276440.0,4,9
0.65,11.0,-6.506,0,0.095,0.0628,0.16344613607000308,0.040373894138273254,0.722,93.814,214521.0,4,9
0.424,6.0,-4.912,0,0.0386,0.0573,0.0009365612895264213,0.12486898204586927,0.0801,128.034,282481.0,4,9
0.647,5.0,-9.572,0,0.161,0.227,0.16344613607000308,0.26005390533430683,0.161,159.996,180142.0,4,5
0.281,1.0,-3.845,1,0.32,0.166,0.006667721257991181,0.27990188513281866,0.36,99.455,273137.0,4,1
0.464,4.0,-4.777,0,0.0338,0.00247,0.3729419164026044,0.17479329037316305,0.36,145.004,219056.0,4,10
0.697,1.0,-7.398,1,0.4,0.82,0.16344613607000308,0.09712671073072274,0.32,82.629,230511.0,4,1
0.747,10.0,-10.563,0,0.429,0.372,0.0002759619190067416,0.11778303565638346,0.374,108.911,259817.0,4,1
0.52,11.0,-6.681,0,0.0408,0.000396,2.9299570763384403e-05,0.08993210750060718,0.371,127.885,235850.0,4,10
0.323,3.0,-12.731,1,0.0282,0.607,0.16344613607000308,0.11243542932978817,0.281,78.838,391906.99998,3,3
0.526,-1.0,-6.05,1,0.0352,0.707,2.0499789877871665e-05,0.19638881400539013,0.962,80.106,167373.0,4,10
0.623,-1.0,-5.387,0,0.0519,0.000493,0.16344613607000308,0.06541313854823202,0.533,121.96,197600.0,4,10
0.922,11.0,-3.025,1,0.105,0.283,0.003304534008300547,0.5417427264007122,0.796,129.978,219000.0,4,9
0.529,5.0,-5.7,0,0.227,0.0221,0.16344613607000308,0.12575120530556036,0.417,80.344,221994.0,4,5
0.508,5.0,-8.898,0,0.0481,0.834,0.16344613607000308,0.09194087369835728,0.324,96.139,332467.0,3,9
0.549,6.0,-13.172,1,0.0423,0.788,0.11600367575630613,0.10616019582839065,0.692,171.98,210377.0,4,6
0.226,2.0,-9.965,1,0.0343,0.128,0.02303269911057269,0.10616019582839065,0.655,180.495,234600.0,3,10
0.52,3.0,-3.837,0,0.489,0.00248,2.6199965678059945e-06,0.2836740510542421,0.477,179.924,149500.0,4,1
0.382,10.0,-3.827,1,0.0306,0.261,0.16344613607000308,0.1097508639591192,0.205,150.058,254827.00002,4,9
0.287,6.0,-4.235,1,0.0605,3.7e-06,0.6349882663864131,0.29266961396282,0.255,173.094,252067.0,4,8
0.474,7.0,-7.489,1,0.0295,0.0126,7.769969813706365e-06,0.10345870836822998,0.11,139.889,241667.0,3,10
0.469,7.0,-5.311,1,0.0322,2.49e-06,0.6518042170255629,0.3722529739020508,0.211,125.436,186253.0,4,6
0.63,6.0,-4.969,1,0.0589,0.000103,0.00013799047887593334,0.4140944348062189,0.73,129.965,254691.0,4,8
0.387,11.0,-6.808,0,0.0367,0.48,0.2911759617060367,0.15700374880966478,0.217,154.0,253366.0,4,9
0.612,10.0,-4.603,1,0.0275,0.00898,0.16344613607000308,0.15871169115482087,0.687,125.976,188253.0,4,4
0.712,7.0,-3.272,1,0.0318,0.16,0.16344613607000308,0.056947280441750125,0.723,99.996,167893.0,4,6
0.229,9.0,-9.231,1,0.0302,0.0238,0.3191807395111519,0.10074990310014306,0.165,167.598,409907.0,3,10
0.33,10.0,-9.286,0,0.0335,0.31,2.299997355004056e-06,0.03941300235683504,0.433,201.327,292067.0,4,10
0.308,1.0,-5.367,1,0.122,1.58e-05,0.3987761199573678,0.2271355725837472,0.158,113.723,179796.0,4,8
0.453,5.0,-10.938,1,0.169,0.00336,0.002097798082146129,0.6371057896763205,0.45,139.127,470667.0,4,10
0.424,-1.0,-20.783,1,0.0703,0.975,0.6559643894322293,0.10795714150509228,0.272,186.07,196642.99998,3,7
0.626,5.0,-5.625,1,0.042,0.345,0.16344613607000308,0.0684994164246923,0.804,163.989,189695.0,4,10
0.504,2.0,-9.27,1,0.0301,0.0661,1.3099991419507493e-06,0.10885440491208209,0.619,123.883,164706.0,4,10
0.538,4.0,-5.928,0,0.0515,0.0343,0.001868253726681822,0.09803374027136541,0.316,127.809,231347.0,4,8
0.534,9.0,-3.645,0,0.0987,0.00292,0.16344613607000308,0.22793206804600694,0.236,119.993,244000.0,4,8
0.436,-1.0,-8.549,1,0.101,0.49,0.16344613607000308,0.049361429537724114,0.809,189.129,203521.0,4,2
0.868,11.0,-7.39,0,0.271,0.0536,0.16344613607000308,0.20945022418220727,0.201,154.874,131590.0,4,5
0.578,9.0,-4.642,1,0.0319,0.006,0.008979562780576527,0.046406372814155744,0.606,130.037,252530.0,4,10
0.423,11.0,-7.647,0,0.0823,0.0589,0.009781999854617297,0.07111062745795275,0.665,116.179,206355.0,4,2
0.64,9.0,-5.16,0,0.0428,0.555,0.00018498288961024887,0.09984533496971613,0.32,112.136,218813.0,4,6
0.633,7.0,-5.158,1,0.0642,0.000642,0.0023971245997214934,0.07733134293632345,0.838,119.669,262400.0,4,6
0.927,7.0,-6.298,1,0.121,0.317,0.16344613607000308,0.10526051065749295,0.932,128.089,137120.0,4,9
0.753,6.0,-5.598,0,0.0405,0.202,0.0005318585381695722,0.054866901440840096,0.761,139.989,204444.0,4,9
0.654,1.0,-4.869,0,0.133,0.0322,0.16344613607000308,0.1301506844650451,0.691,91.857,159150.0,4,9
0.153,3.0,-5.575,0,0.0362,0.0125,0.6512829764612464,0.058646195432733424,0.0793,102.001,339187.0,3,8
0.514,2.0,-6.17,1,0.0411,0.0148,0.16344613607000308,0.11243542932978817,0.452,129.895,210507.0,4,9
0.403,5.0,-8.007,0,0.0735,0.00118,0.0017983819413793735,0.2738366656297279,0.496,84.964,185476.0,4,1
0.445,7.0,-6.592,1,0.0647,0.00158,5.439985203253662e-06,0.04152574682849831,0.382,81.37,227262.0,4,1
0.315,7.0,-6.271,1,0.0905,0.0295,0.009742388442564308,0.17898265552844,0.341,130.145,318459.0,4,2
0.712,7.0,-3.272,1,0.0318,0.16,0.16344613607000308,0.056947280441750125,0.723,99.996,167893.0,4,9
0.705,10.0,-11.775,1,0.0343,0.679,0.16344613607000308,0.10074990310014306,0.684,133.355,190000.00002,4,4
0.453,8.0,-6.16,0,0.0357,0.0755,0.03382154847551067,0.2993635772256188,0.299,141.894,200613.0,4,9
0.813,9.0,-9.273,1,0.209,0.0144,4.029918797681628e-05,0.07631268284916358,0.377,112.101,206446.0,4,5
0.533,1.0,-3.762,0,0.102,0.000232,4.589894662723308e-05,0.10345870836822998,0.477,130.052,227813.0,4,10
0.242,8.0,-4.739,1,0.148,2.57e-05,0.598836501088704,0.11422114409002286,0.369,148.095,505147.0,4,8
0.32,5.0,-9.412,0,0.0337,0.637,2.0499978987528717e-06,0.1097508639591192,0.338,118.779,168000.0,4,1
0.472,9.0,-5.919,0,0.0399,0.12,0.00010899405993164105,0.3235317253454782,0.684,134.922,216085.0,4,10
0.666,4.0,-7.617,0,0.132,0.0237,0.0018782350117723604,0.289680075114454,0.554,90.007,208667.0,4,9
0.15,9.0,-12.814,0,0.0369,0.792,0.1604167214059047,0.15614868248993136,0.141,82.68,225400.0,4,1
0.293,-1.0,-5.581,1,0.034,0.0147,0.2045721657287744,0.09712671073072274,0.24,147.882,217347.0,4,1
0.529,-1.0,-6.108,1,0.0265,0.0226,0.16344613607000308,0.23507212217948356,0.298,105.49,195960.0,4,9
0.659,1.0,-11.073,1,0.0263,0.033,0.17647114311577905,0.27611543608031547,0.135,123.005,238049.0,4,6
0.736,10.0,-10.879,1,0.0255,0.00292,0.5590441960364649,0.12133228516752496,0.742,101.0,154053.0,4,6
0.57,1.0,-7.369,1,0.027,0.0506,8.119670345845156e-05,0.08019654199427668,0.483,180.107,193039.0,4,10
0.593,8.0,-7.837,0,0.0737,0.58,0.16344613607000308,0.09494647730895359,0.192,95.733,170000.0,4,5
0.907,8.0,-7.164,1,0.0636,0.232,0.00010099489984340765,0.1806534996932576,0.831,130.002,150000.0,4,9
0.495,-1.0,-5.123,0,0.0311,0.000219,0.16344613607000308,0.09803374027136541,0.609,158.024,154666.99998000002,4,9
0.613,10.0,-13.978,1,0.0351,0.89,1.5299882956193844e-05,0.10616019582839065,0.483,117.972,152268.0,4,3
0.372,4.0,-12.633,1,0.0336,0.896,0.0016186892154563598,0.07881118042428978,0.241,181.763,159711.0,4,10
0.642,6.0,-12.785,0,0.0341,0.159,0.5827741230785748,0.11867152971749864,0.413,104.997,432000.0,4,0
0.636,11.0,-8.232,1,0.0401,0.655,5.179865842632881e-05,0.29713723122253605,0.884,118.444,247595.0,4,10
0.404,-1.0,-8.989,1,0.0409,0.683,0.14669437915080352,0.1518623493092461,0.339,159.864,200933.0,4,6
