Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
100 gecs,"hand crushed by a mallet (Remix) [feat. Fall Out Boy, Craig Owens, Nicole Dollanganger]",56,0.473,0.936,1,-2.441,0,0.408,0.0335,1.35E-05,0.607,0.545,173.53,175699,4,9
The Clash,Should I Stay or Should I Go - Remastered,79,0.743,0.836,2,-6.465,1,0.116,0.0804,,0.384,0.82,113.375,188987,4,-1
Janis Joplin,"Piece Of My Heart - Live at The Woodstock Music & Art Fair, August 17, 1969",42,0.28,0.854,2,-10.878,1,0.483,0.0557,0.00287,0.873,0.32,199.737,297067,4,10
Shai Hulud,Scornful Of The Motives And Virtue Of Others,35,0.234,0.972,,-5.869,1,0.13,0.00289,0.000253,0.167,0.432,94.59,216240,4,8
Badflower,Ghost,63,0.505,0.839,11,-4.966,0,0.0569,0.0111,,0.211,0.326,139.961,259520,4,-1
Eashwar Subramanian,Offering at Dawn,16,0.368,0.294,5,-13.599,1,0.0302,0.399,0.00959,0.16,0.126,180.003,215063,3,6
Khatija Rahman,Farishton,18,0.291,0.249,9,-10.955,1,0.031,0.889,2.37E-06,0.0934,0.402,146.876,3.618683333,3,9
Grouplove,Deadline,56,0.627,0.94,11,-5.563,0,0.29,0.148,0.00333,0.623,0.592,158.012,218680,4,6
Fear Factory,Fuel Injected Suicide Machine,47,0.498,0.916,2,-5.158,1,0.0654,0.000199,0.000126,0.101,0.423,107.405,328693,4,8
Jason Aldean,Got What I Got,72,0.512,0.58,3,-6.658,0,0.029,0.621,1.72E-05,0.513,0.303,159.847,2.969116667,3,4
Johnnie Bassett,Mean Feeling,17,0.586,0.382,5,-11.698,0,0.0442,0.664,0.00348,0.591,0.692,100.939,433867,4,2
Charlotte Sands,Special,52,0.721,0.711,9,-5.768,1,0.0718,0.00907,,0.0705,0.918,149.981,181615,4,-1
The Sonics,Have Love Will Travel,58,0.506,0.948,10,-5.626,1,0.105,0.727,,0.0904,0.934,130.195,160400,4,10
Scarlet Pleasure,Better - Acoustic,41,0.816,0.227,9,-9.775,0,0.0544,0.871,,0.0993,0.579,79.052,164351,4,-1
Reba McEntire,One Promise Too Late,47,0.644,0.304,,-15.664,1,0.0363,0.449,,0.715,0.68,79.099,3.431116667,4,4
Tones And I,Dance Monkey,86,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438,4,-1
Brent Cobb,Black Crow,,0.706,0.329,5,-11.603,1,0.0676,0.718,0.0194,0.0958,0.625,131.312,270413,4,4
Watain,Malfeitor,39,0.109,0.904,,-5.787,1,0.0634,4.35E-06,0.824,0.302,0.0662,154.941,418213,4,8
Nurit Galron,◊ê◊™◊î ◊§◊î ◊ó◊°◊® ◊ú◊ô,34,0.445,0.507,10,-9.611,0,0.0287,0.336,0.00338,0.251,0.218,163.13,301507,3,-1
Jackie Lynn,Shugar Water,13,0.763,0.648,9,-8.581,1,0.034,0.375,0.263,0.195,0.917,131.77,266991,4,-1
Alcest,Oiseaux de proie,41,0.233,0.619,8,-8.78,0,0.0337,5.94E-05,0.801,0.24,0.139,114.298,468227,4,10
Glen Campbell,Southern Nights,40,0.651,0.937,1,-2.57,0,0.0366,0.0376,0.000419,0.291,0.927,93.789,2.993116667,4,4
SASAMI,Mess,35,0.633,0.584,7,-6.01,1,0.0397,0.00973,0.0616,0.175,0.451,119.988,212080,4,-1
Inglorious,Messiah,42,0.489,0.945,,-2.936,1,0.0668,0.000242,0.00166,0.357,0.388,164.982,235528,4,10
Major Murphy,Access,32,0.337,0.572,1,-6.472,1,0.0292,0.00923,0.228,0.611,0.502,202.157,268869,4,10
Charlie James-Walker,At Charlie's,48,0.778,0.218,8,-9.353,1,0.0382,0.882,0.618,0.32,0.279,99.635,2.30595,4,-1
Taylor McCall,The Hounds,46,0.615,0.829,4,-8.118,0,0.0413,0.181,0.00153,0.0849,0.607,118.004,244250,4,4
Wild Parts,Maddie Medley,41,0.639,0.391,4,-9.705,1,0.0314,0.575,0.0423,0.134,0.34,111.781,3.999666667,4,-1
The Black Keys,Go,71,0.505,0.833,,-4.632,1,0.0475,0.00772,7.90E-05,0.069,0.565,130.121,224333,4,2
Jack & Tim,Simple Days,44,0.626,0.435,10,-7.815,1,0.0365,0.639,,0.326,0.326,101.198,192475,4,-1
Patti Smith,Dancing Barefoot,59,0.492,0.639,2,-9.944,1,0.0319,0.235,,0.0738,0.792,115.519,256533,4,-1
Sipper,woah,37,0.605,0.555,5,-10.323,1,0.0823,0.357,0.00145,0.226,0.212,86.984,136552,4,6
Wang Chung,Dance Hall Days,63,0.664,0.589,,-14.415,1,0.0406,0.259,0.00587,0.221,0.54,102.74,240800,4,9
Stealers Wheel,You Put Something Better Inside Me,29,0.684,0.344,9,-9.709,1,0.0311,0.683,,0.0985,0.295,98.848,230720,4,-1
Davide Shorty,Cervello in fuga,36,0.648,0.547,7,-5.369,0,0.242,0.696,1.22E-06,0.169,0.548,135.638,211000,3,-1
beabadoobee,Last Day On Earth,63,0.444,0.932,6,-3.634,1,0.0359,0.00858,0.453,0.0511,0.896,99.999,222357,4,9
Maria Brink,Meet Me In Fire [Feat. Andy Biersack],15,0.417,0.857,7,-5.95,1,0.0443,0.000398,0.0848,0.248,0.183,140.914,294800,4,8
Ravid Plotnik,◊ß◊§◊î ◊ï◊°◊ô◊í◊®◊ô◊î (◊†◊¶'◊ô ◊†◊¶'),43,0.634,0.699,1,-5.085,0,0.0895,0.0694,,0.209,0.313,82.036,248093,4,-1
Bryan Ferry,Let's Stick Together,59,0.785,0.892,9,-4.71,1,0.0356,0.0711,0.00051,0.113,0.974,120.115,179160,4,10
KAS,Inhale,39,0.692,0.827,,-6.096,0,0.225,0.329,,0.126,0.406,140.034,179537,4,-1
Lou Reed,Walk on the Wild Side,75,0.575,0.318,,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,254173,4,10
HAVAMAL,Nornirs¬¥s Call,,0.429,0.958,10,-5.955,0,0.0685,0.000258,0.032,0.376,0.191,95.014,374518,4,8
$ilkMoney,My Potna Dem,77,0.737,0.526,,-13.669,0,0.0873,0.101,,0.085,0.074,130.028,2.555616667,4,-1
The Hirsch Effekt,Xenophotopia - Instrumental,32,0.411,0.885,5,-9.124,1,0.0774,0.000425,0.832,0.26,0.226,176.064,423053,4,8
Marlo The Barbarian,"Real Friends, Fake Friends",40,0.641,0.801,7,-4.092,0,0.0467,0.288,,0.342,0.516,127.955,204375,4,-1
Pantera,Cemetery Gates - 2003 Remaster,45,0.283,0.847,9,-6.97,1,0.0544,0.000503,0.00199,0.149,0.389,145.905,423013,4,8
Britney Spears,Mannequin,41,0.643,0.884,10,-6.934,0,0.0511,0.0014,3.07E-05,0.122,0.627,129.998,4.108216667,4,9
Skid Row,Quicksand Jesus,48,0.248,0.805,4,-7.847,0,0.0463,0.000478,0.00087,0.237,0.384,126.144,324307,4,8
Jim-E Stack,Note To Self,50,0.739,0.846,8,-5.647,1,0.0486,0.277,0.544,0.14,0.353,100.007,137093,4,-1
Dudu Aharon,◊ú◊û◊î ◊ñ◊î ◊†◊í◊û◊®,51,0.7,0.545,5,-6.987,0,0.0319,0.666,,0.107,0.489,94.975,254500,4,-1
Jack White,Another Way to Die,56,0.486,0.765,4,-4.23,0,0.128,0.0239,3.02E-05,0.11,0.386,141.933,262240,4,2
Centaur,The Same Place,34,0.375,0.721,8,-9.487,1,0.0359,0.000751,0.9,0.12,0.12,147.932,455000,4,10
David Bowie,Sound and Vision - 1999 Remaster,32,0.657,0.732,2,-10.007,1,0.0399,0.00146,0.412,0.146,0.835,106.213,184533,4,10
Vance Joy,Missing Piece,20,0.628,0.877,,-4.205,1,0.046,0.0155,5.97E-06,0.113,0.721,101.992,217408,4,0
Blues Traveler,But Anyway,56,0.672,0.768,1,-9.142,0,0.0445,0.0382,5.51E-05,0.0837,0.942,102.487,249867,4,-1
In Hearts Wake,Dystopia,38,0.243,0.97,2,-3.483,1,0.134,9.00E-05,3.07E-06,0.314,0.255,126.654,205684,3,8
Whitesnake,Is This Love - 2017 Remaster,35,0.333,0.79,,-6.802,1,0.0386,0.109,,0.115,0.534,180.356,4.74333333,4,8
Editors,Papillon,56,0.505,0.947,7,-5.157,1,0.0613,2.07E-05,0.00635,0.301,0.629,125.995,324134,4,-1
Vincent Hall Trio,What The Heart Wants,58,0.408,0.0344,8,-23.218,1,0.0337,0.776,0.909,0.115,0.203,89.94,2.017816667,3,-1
Jerry Reed,"When You're Hot, You're Hot",45,0.788,0.832,4,-10.783,1,0.0981,0.354,,0.1,0.91,101.045,2.326,4,4
Kickin Valentina,End Of The Road,38,0.559,0.875,9,-6.894,1,0.0367,7.69E-06,0.0125,0.359,0.626,133.03,252213,4,10
Coast,"Gone Gone Beyond, Moontricks",50,0.76,0.439,5,-12.218,1,0.0336,0.712,0.000358,0.0945,0.334,102.008,3.4952,4,-1
Cake,The Distance,64,0.463,0.749,11,-8.118,0,0.0891,0.00796,0.00219,0.0558,0.888,183.048,179653,4,1
Larry Gaaga,Slow Burner,45,0.809,0.526,,-6.132,1,0.0915,0.393,0.489,0.104,0.484,105.001,194286,4,9
Rebekka Bakken,Closer,27,0.248,0.349,5,-10.362,0,0.0463,0.885,0.0119,0.109,0.27,174.415,233827,3,-1
Airways,Will It Tear Us Apart?,43,0.666,0.626,7,-7.464,1,0.0537,0.0242,0.00235,0.285,0.526,84.526,166947,4,-1
Julian Skiboat,Flowers,40,0.883,0.337,11,-14.271,1,0.0385,0.292,0.625,0.11,0.471,117.964,148475,4,6
Crystal Castles,Crimewave,67,0.746,0.691,4,-7.533,0,0.0403,0.184,0.0259,0.205,0.888,119.982,258453,4,1
Freak Slug,Number,24,0.638,0.407,6,-10.328,1,0.0519,0.887,0.497,0.107,0.43,83.004,221232,4,5
"Pop Smoke, Dua Lipa",Demeanor (feat. Dua Lipa),80,0.675,0.608,3,-6.934,0,0.103,0.336,,0.11,0.728,99.865,3.08,4,-1
Jack Johnson,Sunsets For Somebody Else,66,0.696,0.229,7,-7.911,1,0.0331,0.828,1.34E-05,0.152,0.603,113.273,210467,4,10
Blonder,In and Out,35,0.58,0.674,4,-6.66,0,0.0327,0.0013,0.562,0.142,0.49,126.976,199741,4,-1
Psychic Temple,You Ain't a Star,29,0.448,0.595,11,-7.73,0,0.0298,0.105,0.25,0.2,0.772,167.371,189893,4,-1
Aviv Geffen,◊¢◊õ◊©◊ô◊ï ◊û◊¢◊ï◊†◊ü,27,0.429,0.202,9,-13.459,0,0.041,0.886,,0.147,0.194,100.899,182533,4,-1
diveliner,basketball,41,0.388,0.449,1,-9.114,1,0.236,0.668,,0.214,0.262,180.181,141333,4,-1
Heart,These Dreams,61,0.535,0.532,11,-9.865,1,0.0291,0.508,,0.0868,0.3,79.106,254476,4,10
Positively 13 O'Clock,Psychotic Reaction,27,0.234,0.832,10,-6.622,1,0.0476,0.00275,0.166,0.321,0.831,159.043,121720,4,-1
Guns N' Roses,Better,54,0.563,0.784,1,-9.234,0,0.042,0.1,0.00219,0.895,0.387,98.011,297227,4,10
The Bellamy Brothers,Old Hippie,51,0.691,0.497,11,-13.248,1,0.0473,0.038,5.94E-06,0.0859,0.701,103.893,4.117333333,4,4
Jonah Baker,Jumper - Acoustic,22,0.576,0.195,11,-14.135,1,0.0399,0.875,,0.101,0.471,80.19,3.07378333,4,0
Andrew James,I Can't Keep from Loving You,42,0.672,0.168,1,-13.332,1,0.0317,0.689,0.00365,0.111,0.431,119.929,4.20021667,4,-1
Anweshaa,Jaanu Na - Jodi Tare,19,0.436,0.433,4,-11.098,1,0.0333,0.713,0.0864,0.178,0.255,158.095,4.759166667,1,9
Central Cee,Loading,77,0.85,0.68,3,-6.18,0,0.338,0.732,,0.0964,0.694,144.006,173333,1,-1
Jacques Burtin,Heureux Ceux Qui Chantent,24,0.53,0.0589,2,-21.093,0,0.102,0.935,0.776,0.0673,0.1,117.045,4.292216667,4,-1
Backstreet Boys,Breathe - Live in Japan,15,0.575,0.544,7,-7.564,1,0.0268,0.000101,0.00589,0.839,0.184,105.985,3.908266667,4,-1
Club Intl,Never Be The Same (Andrew VanWyngarden Mix),27,0.566,0.872,,-4.88,1,0.0278,0.00509,0.000443,0.359,0.704,107.982,346373,4,-1
Chris Smither,Outside In,38,0.413,0.298,9,-12.671,1,0.0356,0.928,0.0203,0.109,0.441,78.229,251960,4,2
Squeeze,Cool For Cats,54,0.792,0.747,,-15.366,1,0.149,0.202,0.00429,0.221,0.968,144.15,219827,4,9
Rebelution,Old School Feeling,56,0.975,0.624,11,-6.891,0,0.0512,0.0373,0.00254,0.0831,0.965,125.049,236625,4,10
R. D. Burman,"Title Music (Sholay) - From “Sholay Songs And Dialogues, Vol. 1” Soundtrack",29,0.51,0.556,7,-13.657,0,0.0395,0.477,0.0705,0.205,0.744,97.546,2.766883333,4,-1
Los Caparos,◊î◊©◊ï◊ì◊ì◊ô◊ù,,0.803,0.717,7,-5.943,1,0.053,0.0464,1.85E-06,0.34,0.773,125.075,203432,4,-1
Teo Laza,Heartstrings,37,0.683,0.631,10,-7.424,1,0.0601,0.335,7.65E-05,0.164,0.193,74.977,193600,4,-1
Benny Sings,Sunny Afternoon,51,0.833,0.45,1,-9.788,1,0.0829,0.0887,0.00113,0.0873,0.432,101.775,171867,4,-1
DK-Zero,Switch Me On,37,0.594,0.925,8,-3.373,1,0.0593,0.00086,0.00259,0.312,0.831,137.1,203248,4,8
Jay Loud,Need It Back,47,0.809,0.461,4,-8.542,0,0.0592,0.224,,0.111,0.399,106.006,242480,5,-1
Ouzo Bazooka,Space Camel,38,0.483,0.931,,-5.787,1,0.0319,0.00181,0.0427,0.236,0.887,91.575,397813,4,10
Linkin Park,Papercut,72,0.524,0.939,9,-3.994,1,0.113,0.00022,,0.623,0.661,150.184,184867,4,8
Lianne La Havas,Please Don't Make Me Cry - Jordan Rakei Remix,50,0.582,0.539,3,-6.841,0,0.0574,0.174,0.000411,0.247,0.453,148.033,262727,4,1
Black Sheep,The Choice Is Yours (Revisited),58,0.867,0.679,10,-12.028,0,0.207,0.0336,1.59E-06,0.0742,0.68,101.293,243200,4,5
Wolfmother,Dimension,42,0.475,0.793,11,-4.161,0,0.0436,0.0112,0.0155,0.384,0.575,142.391,265507,4,10
Viktor Kvist,Love Theme from Cinema Paradiso,46,0.778,0.0995,10,-15.331,1,0.0523,0.978,0.853,0.116,0.314,101.86,2.925466667,4,-1
Jane's Addiction,Mountain Song,59,0.324,0.931,9,-6.803,1,0.0837,0.0155,0.0252,0.277,0.313,82.748,242720,4,10
Fleet Foxes,Can I Believe You,66,0.514,0.755,11,-8.455,1,0.03,0.354,0.0664,0.144,0.599,77.415,244187,4,0
Kylesimps,S.I.M.P,66,0.631,0.714,5,-10.218,0,0.186,0.613,,0.185,0.601,160.509,131944,4,-1
Heather Sommer,We Used To,50,0.713,0.199,1,-12.006,0,0.0418,0.696,,0.103,0.704,97.823,158314,4,-1
Holding Absence,Afterlife - Single Edit,53,0.48,0.96,5,-2.447,0,0.056,0.000892,,0.373,0.447,134.028,226309,4,8
Anberlin,The Feel Good Drag,62,0.342,0.677,5,-11.906,0,0.0568,0.0013,0.00671,0.201,0.501,188.6,207360,4,10
Noname,Rainforest,62,0.531,0.546,6,-10.936,0,0.372,0.26,0.00949,0.379,0.7,92.06,162437,4,1
Gwendolyn Brooks,Old Laughter,9,0.721,0.0417,11,-28.807,1,0.243,0.744,,0.0839,0.394,109.074,42600,5,-1
Bickle,Heartbreak Sedative,42,0.765,0.883,1,-7.626,1,0.132,0.0034,,0.372,0.881,161.031,196466,4,-1
Supertramp,Take The Long Way Home - 2010 Remastered,65,0.414,0.7,5,-8.838,1,0.0301,0.22,0.000721,0.114,0.37,76.79,308853,4,10
Aviv Geffen,◊û◊ó◊®,37,0.594,0.693,4,-7.242,1,0.0303,0.00099,,0.0796,0.408,122.003,229507,4,-1
Jackie Lynn,Shugar Water,13,0.763,0.648,9,-8.581,1,0.034,0.375,0.263,0.195,0.917,131.77,266991,4,-1
RAC,Feel You,46,0.481,0.553,,-6.639,1,0.0314,0.718,0.0322,0.168,0.298,135.025,278467,4,-1
Shir Levi,◊ó◊ì◊® ◊ï◊ó◊¶◊ô,37,0.461,0.305,6,-10.418,1,0.0593,0.814,,0.104,0.294,87.383,204035,4,-1
Post Animal,Gelatin Mode,39,0.274,0.719,8,-6.072,1,0.053,0.121,,0.116,0.494,153.714,347973,4,10
Blossoms,Your Girlfriend,59,0.67,0.87,2,-4.825,1,0.0356,0.0394,3.01E-06,0.101,0.902,120.011,161293,4,6
While She Sleeps,NERVOUS,58,0.508,0.936,,-4.743,1,0.12,0.01,,0.0964,0.122,123.967,246464,4,8
Kasabian,Ill Ray (The King),55,0.554,0.849,5,-4.692,0,0.0548,0.00618,,0.305,0.511,135.999,219800,4,9
◊ê◊ë◊ô◊ë ◊û◊ê◊®◊ß,◊î◊°◊§◊ô◊®◊î ◊ú◊ê◊ó◊ï◊®,12,0.514,0.657,,-10.197,1,0.033,0.00144,0.0254,0.0727,0.415,187.952,233512,4,-1
The Beta Band,Inner Meet Me,37,0.518,0.729,2,-11.856,1,0.174,0.469,0.803,0.302,0.369,90.661,380027,4,-1
Doja Cat,Kiss Me More (feat. SZA),98,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867,4,-1
Mads Langer,Me Without You - Acoustic,44,0.592,0.3,11,-14.136,1,0.0311,0.793,,0.118,0.428,118.046,191304,4,-1
Kari Faux,No Small Talk,42,0.874,0.594,1,-7.561,1,0.21,0.000498,,0.161,0.583,140.101,181680,4,1
Rosie Carney,High And Dry,58,0.474,0.145,4,-14.402,1,0.0348,0.911,0.000991,0.126,0.157,106.597,3.86666667,5,-1
Dope Stars Inc.,Many Thanks,41,0.542,0.994,11,-4.029,0,0.0523,6.65E-05,6.74E-05,0.322,0.687,118.011,238590,4,8
AC/DC,You Shook Me All Night Long,79,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,3.50288333,4,10
Tim Atlas,Dive,39,0.773,0.612,11,-5.494,1,0.0367,0.0699,0.0109,0.222,0.961,102.989,238341,4,-1
Loretta Lynn,Out Of My Head And Back In My Bed - Single Version,33,0.625,0.69,2,-10.424,1,0.0322,0.284,0.0167,0.727,0.915,132.446,2.682,4,-1
Yehudit Ravitz & Avi Balelli,◊û◊ó◊ë◊ï◊ê◊ô◊ù,11,0.667,0.562,9,-9.996,1,0.0385,0.293,0.0438,0.107,0.218,134.88,323840,4,-1
Astron,Mountain Air,33,0.158,0.183,7,-17.262,1,0.0387,0.949,0.952,0.108,0.125,106.712,3.5514,4,-1
Ronnie Wood,Worry No More,20,0.434,0.771,,-10.047,1,0.0686,0.142,,0.347,0.733,115.364,153600,4,2
Royal Blood,Out of the Black,62,0.52,0.981,2,-2.75,1,0.0906,0.000867,0.00177,0.197,0.633,158.937,240572,4,10
Ratboys,Go Outside,42,0.578,0.633,7,-7.552,1,0.0355,0.0869,0.00327,0.113,0.928,141.971,169067,3,-1
Eagles,Take It Easy - 2013 Remaster,77,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95E-06,0.129,0.74,139.191,211578,4,10
Van Morrison,Listen to the Lion,43,0.424,0.29,4,-15.806,1,0.0329,0.611,0.0278,0.0909,0.442,147.599,671133,4,-1
Elley Duh√©,Kids Of The Night,53,0.684,0.729,1,-3.8,1,0.0407,0.0231,0.000628,0.124,0.49,159.975,185787,4,-1
Broken Bells,After the Disco,53,0.729,0.74,9,-5.444,1,0.0258,0.00226,0.0305,0.13,0.966,115.984,219293,4,-1
The Wrecks,I Want My Life Back Now,43,0.523,0.918,5,-5.535,1,0.0879,0.0037,,0.161,0.245,109.987,188707,4,-1
Bear Grillz,Taking Over (feat. Sam Nelson),43,0.728,0.888,10,-2.119,0,0.218,0.00828,1.44E-05,0.473,0.728,74.982,181083,4,-1
Radiohead,Creep,82,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,238640,4,10
3xbravo,I Luv Dat,39,0.476,0.683,2,-5.318,0,0.386,0.605,,0.0992,0.465,81.279,153469,4,-1
LCD Soundsystem,Drunk Girls - Holy Ghost! Remix,1,0.562,0.961,4,-7.338,1,0.0617,0.00486,0.796,0.149,0.96,125.036,450547,4,1
Bells Of Every Chapel [Feat. Billy Strings],"Sierra Ferrell, Billy Strings",44,0.395,0.477,,-8.446,1,0.0323,0.559,0.000144,0.215,0.541,173.761,4.257333333,3,-1
Static & Ben El,◊ô◊ê◊°◊ï,39,0.539,0.786,11,-5.158,0,0.141,0.148,1.85E-06,0.4,0.511,94.941,224629,4,-1
Just Geo,Dagger Jacker,10,0.801,0.564,11,-7.734,0,0.165,0.00285,0.566,0.308,0.593,140.023,178704,4,-1
Reigning Sound,Get It!,10,0.0922,0.937,11,-1.867,0,0.0809,6.29E-05,0.338,0.128,0.318,176.112,123013,4,10
"Chase Rice, Florida Georgia Line",Drinkin' Beer. Talkin' God. Amen. (feat. Florida Georgia Line),74,0.627,0.678,2,-4.691,1,0.0294,0.185,,0.374,0.724,100.032,2.68065,4,4
Zack De La Rocha,digging for windows,39,0.73,0.781,1,-5.822,1,0.0502,0.104,0.000108,0.111,0.31,118.948,211253,4,-1
Tuna,◊¢◊ï◊ú◊ù ◊û◊©◊ï◊í◊¢,49,0.569,0.633,1,-8.26,1,0.0965,0.363,0.00155,0.123,0.568,149.904,355484,4,9
The Animals,House Of The Rising Sun,74,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,269907,3,10
Young Nudy,Child's Play (feat. 21 Savage),58,0.857,0.454,11,-10.002,0,0.269,0.155,0.000559,0.108,0.337,145.022,185586,4,-1
Evil,Broken Wing,28,0.234,0.567,6,-9.037,1,0.0345,0.216,0.52,0.0941,0.341,209.657,275115,3,-1
Five Finger Death Punch,Wrong Side Of Heaven - Acoustic,48,0.412,0.608,11,-8.138,0,0.0308,0.219,,0.126,0.429,149.786,269787,4,8
Ido B & Zooki,◊ô◊ê◊ú◊ú◊î ◊ú◊¢◊ë◊ï◊ì◊î,24,0.791,0.826,,-4.669,1,0.186,0.154,0.000207,0.118,0.759,125.004,170880,4,-1
Orgy,Opticon,40,0.587,0.869,10,-2.943,0,0.0538,0.0002,2.11E-05,0.496,0.502,99.906,175867,4,10
W. B. Wooten,Pain Shifter,43,0.703,0.448,4,-11.739,0,0.0358,0.264,0.684,0.119,0.604,139.12,224000,4,0
Led Zeppelin,Immigrant Song - Remaster,77,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,2.4375,4,10
Bad/Love,Come Clean,41,0.457,0.759,4,-9.06,1,0.0613,0.000736,4.22E-05,0.0848,0.309,138.017,235761,4,8
Chuck Johnson,Constellation,20,0.123,0.113,,-20.897,1,0.0359,0.936,0.913,0.0733,0.0324,73.204,408603,4,-1
Tal Hefter,◊ñ◊ß◊†◊î ◊ô◊ó◊§◊î ◊ë◊®◊ó◊ï◊ë,21,0.623,0.709,8,-6.294,0,0.0308,0.433,,0.207,0.8,108.019,198729,4,-1
Vi,Sleep Through,32,0.562,0.433,6,-8.461,0,0.0281,0.593,1.20E-05,0.0967,0.216,99.944,251704,4,-1
Birdtalker,My Lover,54,0.328,0.185,,-12.1,1,0.0365,0.83,7.30E-05,0.117,0.0923,71.454,4.49326667,4,0
Eyez,Country Bars,34,0.602,0.619,11,-8.815,0,0.411,0.327,,0.0838,0.497,90.16,165429,5,-1
Leon Bridges,Beyond,74,0.581,0.687,6,-5.4,1,0.105,0.229,,0.109,0.187,76.014,240600,4,-1
Curtis Mayfield,Superfly,58,0.779,0.776,2,-7.393,1,0.138,0.552,0.000108,0.0998,0.761,119.899,240160,4,-1
Swales,The Night,33,0.794,0.705,4,-8.05,0,0.0499,0.00495,0.901,0.201,0.702,126.004,190476,4,-1
Broken Bells,The High Road,65,0.61,0.638,,-6.574,1,0.0238,0.0672,6.59E-06,0.283,0.603,79.955,232200,4,-1
Lacuna Coil,Swamped,46,0.464,0.848,9,-4.069,1,0.0405,0.000371,0.0422,0.107,0.298,142.105,240400,4,8
Sheryl Crow,A Change Would Do You Good,41,0.73,0.764,10,-6.525,1,0.0473,0.0764,0.000278,0.138,0.778,127.242,230067,4,-1
Andrew Baena,Bulls on Parade,32,0.465,0.965,4,-4.564,1,0.208,0.00174,2.24E-05,0.198,0.339,170.939,221053,4,-1
Albert King,Born Under A Bad Sign,59,0.711,0.483,11,-11.211,1,0.0298,0.434,0.012,0.0284,0.884,91.652,169998,4,2
VENUES,Uncaged Birds,34,0.466,0.919,6,-4.352,0,0.0645,0.000302,,0.303,0.6,128.018,207983,4,8
The Stone Roses,Love Spreads,60,0.435,0.88,2,-8.451,1,0.0448,0.00265,0.0014,0.436,0.593,91.116,347093,4,9
Android52,Cygnus,34,0.692,0.893,6,-5.059,0,0.0994,0.000354,0.334,0.323,0.0743,127.992,345054,4,9
Carly Pearce,Closer To You,60,0.663,0.686,4,-4.549,0,0.0304,0.124,,0.112,0.444,111.971,3.122216667,4,4
Blanco,The Great Escape (feat. Central Cee),68,0.854,0.671,8,-6.072,0,0.148,0.256,,0.103,0.877,142.073,192676,4,-1
CMC 3,Dear Old Stockholm,45,0.541,0.253,,-16.189,1,0.0313,0.942,0.907,0.109,0.381,131.12,4.260383333,4,-1
Donovan Woods,Another Way,53,0.584,0.587,5,-12.254,1,0.0311,0.057,0.0215,0.118,0.581,94.481,251324,4,-1
Switchfoot,Learning To Breathe,46,0.524,0.912,7,-3.755,1,0.0315,0.000374,0.0424,0.302,0.499,155.921,275467,4,10
Kid Bailey,Mississippi Bottom Blues,24,0.62,0.192,,-16.345,1,0.0453,0.987,0.14,0.11,0.779,168.459,169744,4,2
Warren Smith,Rock & Roll Ruby,29,0.743,0.869,2,-7.193,1,0.0496,0.743,1.13E-05,0.116,0.921,148.913,175864,4,10
Tabla Beat Science,Magnetic,40,0.589,0.811,2,-9.614,1,0.0593,0.247,0.844,0.102,0.481,80.623,463000,4,-1
4d.,In Vertigo,14,0.585,0.662,10,-10.698,0,0.31,0.238,0.00056,0.144,0.48,100.817,79684,5,-1
Casper The Ghost,Know You Too Well,,0.644,0.652,4,-8.265,1,0.0355,0.0945,,0.603,0.64,135.037,210160,4,-1
Fredwave,Shovel,35,0.408,0.541,7,-13.461,0,0.12,0.544,0.00444,0.17,0.38,104.102,210000,4,-1
Nytt Land,Pusel Ov Aki's Song,37,0.126,0.146,4,-17.177,0,0.0351,0.935,0.361,0.0957,0.0395,90.206,349124,1,0
Stephen Malkmus,Xian Man,28,0.628,0.722,6,-4.396,1,0.0269,0.0357,0.249,0.307,0.721,118.808,246907,4,-1
Brit Koch,die Langustine,49,0.616,0.0761,,-17.771,1,0.0637,0.99,0.922,0.112,0.197,96.592,3.6227,4,-1
Days Of The New,The Down Town,46,0.575,0.857,8,-8.407,0,0.03,0.0342,3.97E-05,0.127,0.552,135.461,255400,4,-1
EST Gee,Lick Back,64,0.841,0.56,,-5.679,1,0.276,0.053,,0.114,0.659,160.878,93708,4,-1
The Glorious Sons,Daylight,32,0.475,0.858,1,-2.689,0,0.0579,0.000389,0.617,0.132,0.411,112.863,160237,4,-1
Faith Hill,Breathe,66,0.529,0.496,7,-9.007,1,0.029,0.173,,0.251,0.278,136.859,4.175783333,4,4
Another Day,Ordinary Elephant,29,0.689,0.138,9,-12.141,1,0.034,0.928,0.000323,0.1,0.245,126.039,4.92555,4,-1
Madelline,i don't wanna be ur fucking friend,47,0.777,0.451,9,-8.98,1,0.225,0.00779,0.00731,0.344,0.484,96.877,133376,4,-1
